Total Lines,Unique Lines,Load Time,Sort Time,Write Time,Total Time,Sort+Write Time,Date+Time
1,1,5.0800000099116e-05,6.000000212225132e-07,0.00010620000030030497,0.00015760000042064348,0.00010680000032152748,2022-03-26T18:59:32
2,2,6.479999983639572e-05,1.6000000869098585e-06,0.00011289999984001042,0.000179299999763316,0.00011449999992692028,2022-03-26T18:59:32
4,2,8.010000000004957e-05,1.5999999999571913e-06,0.00010690000000006528,0.00018860000000007202,0.00010850000000002246,2022-03-26T18:59:32
8,2,0.00012779999992744705,1.4000000646774425e-06,0.00012059999999110005,0.0002497999999832245,0.00012200000005577748,2022-03-26T18:59:32
16,3,0.00017799999986891634,2.8000004022032954e-06,0.0001263999998627696,0.00030720000013388925,0.0001292000002649729,2022-03-26T18:59:32
32,3,0.0003071999999519903,2.800000220304355e-06,0.00013950000029581134,0.00044950000046810605,0.0001423000005161157,2022-03-26T18:59:32
64,3,0.0005699000001641253,2.499999982319423e-06,0.00016739999991841615,0.0007398000000648608,0.00016989999990073558,2022-03-26T18:59:32
128,3,0.0010859000001801177,2.5999999706982637e-06,0.00022439999993366654,0.0013129000000844826,0.0002269999999043648,2022-03-26T18:59:32
256,7,0.0021735000000262517,7.299999379029032e-06,0.0004923000002236222,0.0026730999996289026,0.0004995999996026513,2022-03-26T18:59:32
512,12,0.004438700000000084,1.7499999999914807e-05,0.001044400000000012,0.005500600000000012,0.0010618999999999267,2022-03-26T18:59:32
1024,22,0.008537099999875864,4.789999998138228e-05,0.0018796000000293133,0.01046459999988656,0.0019275000000106956,2022-03-26T18:59:32
2048,41,0.017295999999999978,0.00012550000000008943,0.003840899999999969,0.02126240000000004,0.003966400000000058,2022-03-26T18:59:32
4096,71,0.03401419999991049,0.0003846999994493672,0.007665499999893655,0.04206439999925351,0.008050199999343022,2022-03-26T18:59:32
8192,137,0.06792459999978746,0.0013932999998360173,0.015287500000158615,0.0846053999997821,0.016680799999994632,2022-03-26T18:59:32
16384,278,0.13583640000006197,0.005556100000012521,0.030677100000048085,0.17206960000012259,0.036233200000060604,2022-03-26T18:59:32
32768,640,0.27360849999986386,0.030716600000414474,0.06097879999979341,0.36530390000007174,0.09169540000020789,2022-03-26T18:59:32
65536,1229,0.5464554999998654,0.11071789999987232,0.12136839999966469,0.7785417999994024,0.232086299999537,2022-03-26T18:59:32
131072,2509,1.096233299999949,0.45818940000026487,0.2448262000005343,1.799248900000748,0.7030156000007992,2022-03-26T18:59:32
262144,4903,2.197041200000149,1.751324199999908,0.4918547999999646,4.440220200000022,2.2431789999998726,2022-03-26T18:59:32
524288,10088,4.424570500000073,7.431649900000002,0.9803749000000608,12.836595300000136,8.412024800000063,2022-03-26T18:59:32
1048576,20201,8.873515699999917,30.528965500000048,1.978188500000033,41.3806697,32.50715400000008,2022-03-26T18:59:32
2097246,39631,18.249835400000016,113.77855840000002,4.412375199999985,136.44076900000002,118.19093360000001,2022-03-26T18:59:32
4194402,66713,36.66917900000017,333.92698970000004,8.248223399999915,378.8443921000001,342.17521309999995,2022-03-26T18:59:32
